NC_042565.1	1
NC_042566.1	1A
NC_042567.1	2
NC_042568.1	3
NC_042569.1	4
NC_042570.1	4A
NC_042571.1	5
NC_042572.1	6
NC_042573.1	7
NC_042574.1	8
NC_042575.1	9
NC_042576.1	10
NC_042577.1	11
NC_042578.1	12
NC_042579.1	13
NC_042580.1	14
NC_042581.1	15
NC_042582.1	17
NC_042583.1	18
NC_042584.1	19
NC_042585.1	20
NC_042586.1	21
NC_042587.1	22
NC_042588.1	23
NC_042589.1	24
NC_042590.1	25
NC_042591.1	26
NC_042592.1	27
NC_042593.1	28
NC_042594.1	29
NC_042595.1	Z
