rep	ll	param	est	se	ci_low	ci_high
18	-2242.105394396839	m21	4.3314913987820086e-05	1.932386272337994e-06	3.952743689403762e-05	4.710239108160255e-05
19	-2241.9186384626414	nu1	5.094189208555912	0.0001238128126525897	5.093946535443113	5.0944318816687115
19	-2241.9186384626414	nu2	2.279599985011264	5.068413930342951e-06	2.2795900509199605	2.279609919102567
19	-2241.9186384626414	T1	0.01823230339023604	2.7768759347014203e-08	0.01823224896346772	0.01823235781700436
19	-2241.9186384626414	T2	0.043641601832035484	1.0602866886707491e-06	0.04363952367012569	0.04364367999394528
19	-2241.9186384626414	m12	0.0029164060425237175	8.640780292817397e-05	0.0027470467487844966	0.0030857653362629384
19	-2241.9186384626414	m21	0.005500582790417459	0.00031864836545030325	0.004876031994134865	0.006125133586700054
20	-2242.069987279706	nu1	5.056419782328163	3.9218233858188534e-05	5.056342914589801	5.056496650066525
20	-2242.069987279706	nu2	2.297216357001109	1.011505502888951e-06	2.297214374450323	2.2972183395518946
20	-2242.069987279706	T1	0.009190417597514846	2.3984267053450907e-09	0.009190412896598504	0.009190422298431188
20	-2242.069987279706	T2	0.05269972679426263	1.441602439841629e-07	0.05269944424018442	0.05270000934834084
20	-2242.069987279706	m12	0.0006984591342216854	8.610741861257553e-05	0.0005296885937410374	0.0008672296747023335
20	-2242.069987279706	m21	0.0009591772918469837	3.6393680284125083e-06	0.0009520441305112952	0.0009663104531826722
21	-2242.044544440303	nu1	5.1035809547564766	1.3747676086119046e-06	5.103578260211964	5.103583649300989
21	-2242.044544440303	nu2	2.2847112332555968	1.0439866850734742e-07	2.2847110286342067	2.284711437876987
21	-2242.044544440303	T1	0.052751778039657554	1.492167948890223e-07	0.05275148557473957	0.05275207050457554
21	-2242.044544440303	T2	0.009137462210711003	3.9410223293397414e-10	0.009137461438270626	0.00913746298315138
21	-2242.044544440303	m12	0.0035593459119288994	3.4456628089069277e-05	0.0034918109208743235	0.003626880902983475
21	-2242.044544440303	m21	0.005154149582806687	4.9488917769090256e-05	0.00505715130397927	0.005251147861634104
22	-2242.0522836259775	nu1	5.064334017523409	2.2308953689595205e-05	5.064290291974177	5.064377743072641
22	-2242.0522836259775	nu2	2.2940877721187105	4.4198424611215583e-07	2.2940869058295883	2.2940886384078327
22	-2242.0522836259775	T1	0.04342124952533257	2.2793547157254916e-08	0.04342120484998014	0.043421294200685
22	-2242.0522836259775	T2	0.018350613585135785	1.522998233796557e-09	0.01835061060005925	0.018350616570212322
22	-2242.0522836259775	m12	0.001450433242966922	9.006340943601254e-06	0.0014327808147174637	0.0014680856712163805
22	-2242.0522836259775	m21	0.0025568612570348844	8.669363552166301e-05	0.002386941731412425	0.0027267807826573437
23	-2242.0531039581797	nu1	5.039478714948355	0.00032268788932890175	5.03884624668527	5.040111183211439
23	-2242.0531039581797	nu2	2.2874060504201323	3.1446998398046715e-05	2.287344414303272	2.2874676865369925
23	-2242.0531039581797	T1	0.00914759304714573	7.861709538391694e-08	0.009147438957638778	0.009147747136652683
23	-2242.0531039581797	T2	0.05261783139573762	3.82857435837868e-06	0.0526103273899952	0.05262533540148004
23	-2242.0531039581797	m12	0.0013891072457266718	7.358405147126497e-05	0.0012448825048429924	0.0015333319866103511
23	-2242.0531039581797	m21	0.0007016855046731619	0.0011930544770014193	-0.00163670127024962	0.0030400722795959436
24	-2242.1427365590234	nu1	5.066783928668205	2.3445166876903728e-05	5.066737976141126	5.066829881195283
24	-2242.1427365590234	nu2	2.308653426649377	7.327454751905575e-07	2.3086519904682454	2.308654862830508
24	-2242.1427365590234	T1	0.05272412214996231	1.4503147096866072e-08	0.052724093723794004	0.05272415057613062
24	-2242.1427365590234	T2	0.009220835170847264	2.029619950144339e-09	0.009220831192792161	0.009220839148902366
24	-2242.1427365590234	m12	0.0007265316084612182	0.0002203505680521392	0.0002946444950790254	0.001158418721843411
24	-2242.1427365590234	m21	0.0008821622973543575	9.83553591485102e-05	0.0006893857934232775	0.0010749388012854374
25	-2242.231163544398	nu1	4.952554127373358	0.0030321194630850237	4.946611173225712	4.9584970815210045
25	-2242.231163544398	nu2	2.290103311092709	1.7147466286975876e-05	2.2900697020587866	2.2901369201266317
25	-2242.231163544398	T1	0.01592467446483747	2.9177742102394142e-05	0.01586748609031678	0.015981862839358162
25	-2242.231163544398	T2	0.045798190513612	2.502155005606298e-07	0.0457977000912309	0.045798680935993104
25	-2242.231163544398	m12	0.0013987254162911272	0.004599676296269063	-0.007616640124396235	0.010414090956978489
25	-2242.231163544398	m21	3.298921608065221e-05	0.0059124394250687886	-0.011555392057054173	0.011621370489215478
26	-2242.1339343107848	nu1	4.980966245105758	nan	nan	nan
26	-2242.1339343107848	nu2	2.2901108540698405	4.574442192321627e-07	2.290109957479171	2.29011175066051
26	-2242.1339343107848	T1	0.006739619489121717	3.551056586191563e-08	0.006739549888412627	0.006739689089830806
26	-2242.1339343107848	T2	0.05496436857215043	5.9696675880794594e-09	0.054964356871601956	0.054964380272698905
26	-2242.1339343107848	m12	0.0005056520159912956	0.00016836198127619234	0.00017566253268995864	0.0008356414992926327
26	-2242.1339343107848	m21	0.0023176853344308024	0.00019332395403345864	0.0019387703845252235	0.002696600284336381
27	-2242.2741495816344	nu1	4.940449361682383	0.00018553755015199964	4.9400857080840845	4.940813015280681
27	-2242.2741495816344	nu2	2.316863917672918	1.7020692247499866e-06	2.3168605816172376	2.316867253728599
27	-2242.2741495816344	T1	0.02452886762035724	1.6910184626557482e-06	0.024525553224170434	0.024532182016544047
27	-2242.2741495816344	T2	0.037070003207928345	1.482085672735207e-08	0.03706997415904916	0.03707003225680753
27	-2242.2741495816344	m12	0.0023234545121636266	8.806312847094944e-05	0.002150850780360566	0.0024960582439666873
27	-2242.2741495816344	m21	0.0012115838566202364	0.0006332746520070529	-2.9634461313587327e-05	0.00245280217455406
28	-2241.793081814738	nu1	5.0933737543113	0.0001534164649862124	5.093073058039927	5.093674450582673
28	-2241.793081814738	nu2	2.2776653681566326	5.82808617084383e-07	2.277664225851743	2.277666510461522
28	-2241.793081814738	T1	0.01821916845059453	5.001352187961603e-09	0.018219158647944243	0.01821917825324482
28	-2241.793081814738	T2	0.0435274566955116	9.122497854951658e-07	0.04352566868593203	0.04352924470509117
28	-2241.793081814738	m12	0.00929340744997933	0.00047568666169092483	0.008361061593065117	0.010225753306893542
28	-2241.793081814738	m21	0.0026357027784802214	9.238127527259646e-05	0.0024546354789459325	0.0028167700780145103
29	-2242.124525716182	nu1	4.996260944443994	2.8253648147537274e-05	4.996205567293624	4.996316321594363
29	-2242.124525716182	nu2	2.2857589492651558	1.227956628840068e-06	2.285756542470163	2.2857613560601484
29	-2242.124525716182	T1	0.04569181685191138	1.27613086339619e-08	0.045691791839746455	0.0456918418640763
29	-2242.124525716182	T2	0.01609002128164953	1.3082002048123914e-08	0.016089995640925517	0.016090046922373542
29	-2242.124525716182	m12	0.0004502196696310529	0.00043937269276413576	-0.00041095080818665317	0.0013113901474487589
29	-2242.124525716182	m21	0.004645549949856235	0.0004012424435444338	0.0038591147605091447	0.005431985139203325
30	-2242.160833690075	nu1	5.108524880044449	1.794877695886682e-05	5.108489700441609	5.108560059647289
30	-2242.160833690075	nu2	2.306391168850889	1.7174092094370326e-07	2.3063908322386837	2.306391505463094
30	-2242.160833690075	T1	0.0461242051963816	3.322065336867388e-09	0.04612419868513354	0.04612421170762966
30	-2242.160833690075	T2	0.015909387438710263	2.5859063125382512e-08	0.01590933675494654	0.015909438122473987
30	-2242.160833690075	m12	0.0002446393464163559	5.0475653277207646e-05	0.0001457070659930289	0.0003435716268396829
30	-2242.160833690075	m21	0.0013481561501653802	6.796959364095839e-06	0.0013348341098117524	0.001361478190519008
31	-2242.078866884846	nu1	5.066489119727192	2.374780135511563e-05	5.066442574036536	5.066535665417849
31	-2242.078866884846	nu2	2.2855245252827867	1.799180423344202e-07	2.2855241726434237	2.2855248779221498
31	-2242.078866884846	T1	0.024953665866117584	3.9835944284057746e-07	0.024952885081609616	0.02495444665062555
31	-2242.078866884846	T2	0.03656771247551941	1.96080023743768e-09	0.03656770863235095	0.036567716318687875
31	-2242.078866884846	m12	0.0010337265854303544	2.0768438839121375e-05	0.0009930204453056765	0.0010744327255550322
31	-2242.078866884846	m21	0.00206186477587298	0.00010624550845887275	0.0018536235792935894	0.0022701059724523705
32	-2242.3242766989206	nu1	5.155474518341652	0.00015181123718999794	5.15517696831676	5.155772068366544
32	-2242.3242766989206	nu2	2.2989031655701004	1.514597798416455e-07	2.298902868708932	2.298903462431269
32	-2242.3242766989206	T1	0.015482492970068205	8.044964053249785e-07	0.015480916157113767	0.015484069783022643
32	-2242.3242766989206	T2	0.04597558973994928	3.5395346809146345e-09	0.04597558280246131	0.04597559667743725
32	-2242.3242766989206	m12	0.0017540643003755368	0.0003988349597159929	0.0009723477793321907	0.002535780821418883
32	-2242.3242766989206	m21	0.001542967306250659	4.52550287302863e-05	0.001454267449939298	0.00163166716256202
33	-2242.150772731728	nu1	5.014052428712249	2.0974113269664928e-05	5.0140113194502405	5.014093537974258
33	-2242.150772731728	nu2	2.3047993400169497	8.111463605051379e-08	2.304799181032263	2.3047994990016365
33	-2242.150772731728	T1	0.04608712656489623	3.1611709750177853e-09	0.046087120369001124	0.04608713276079134
33	-2242.150772731728	T2	0.015761501647561963	2.205737020140918e-08	0.015761458415116367	0.01576154488000756
33	-2242.150772731728	m12	4.850356430885014e-05	0.00013884917890938538	-0.00022364082635354518	0.0003206479549712455
33	-2242.150772731728	m21	7.429422320631052e-06	8.213731791882305e-05	-0.0001535597208002621	0.00016841856544152424
34	-2242.2284994750253	nu1	5.068679785444298	5.385507926679774e-06	5.068669229848762	5.068690341039835
34	-2242.2284994750253	nu2	2.287956290844615	5.58296128449506e-06	2.2879453482404974	2.2879672334487324
34	-2242.2284994750253	T1	0.06168323400775101	1.0622033902877012e-07	0.061683025815886514	0.06168344219961551
34	-2242.2284994750253	T2	0.00010000000000000002	1.0116445204611152e-08	9.998017176739898e-05	0.00010001982823260105
34	-2242.2284994750253	m12	0.00046103240097115754	0.001366647621410623	-0.0022175969369936637	0.0031396617389359786
34	-2242.2284994750253	m21	3.545789616210676e-05	0.0021398257190244235	-0.004158600513125763	0.004229516305449976
35	-2242.3865200475866	nu1	5.073918768911147	4.848618602120611e-05	5.0738237359865455	5.074013801835749
35	-2242.3865200475866	nu2	2.331227487636961	5.4103875531436626e-08	2.331227381593365	2.3312275936805573
35	-2242.3865200475866	T1	0.015085586120327172	1.6149574374670544e-07	0.015085269588669428	0.015085902651984916
35	-2242.3865200475866	T2	0.046624996757783255	5.391868030522392e-10	0.04662499570097712	0.04662499781458939
35	-2242.3865200475866	m12	0.0007017779451784666	0.00011404831888332064	0.0004782432401671582	0.000925312650189775
35	-2242.3865200475866	m21	0.0005388507606099952	1.4943843157717066e-05	0.0005095608280208698	0.0005681406931991207
36	-2242.2771591003866	nu1	5.014249679633111	8.133724185676133e-06	5.014233737533707	5.014265621732515
36	-2242.2771591003866	nu2	2.314886970391952	4.4426603172933014e-07	2.31488609963053	2.314887841153374
36	-2242.2771591003866	T1	0.055556990744205066	1.4683144584240974e-09	0.05555698786630873	0.055556993622101404
36	-2242.2771591003866	T2	0.005966327567664054	1.721104588875548e-07	0.005965990231164634	0.005966664904163474
36	-2242.2771591003866	m12	0.0009211786490040081	0.0009938896751807522	-0.001026845114350266	0.0028692024123582825
36	-2242.2771591003866	m21	1.0576712417904503e-06	0.0012822256044293177	-0.002512104513439672	0.002514219855923253
37	-2242.1563783894912	nu1	5.183918325736624	1.4962354330988736e-05	5.183888999522135	5.1839476519511125
37	-2242.1563783894912	nu2	2.2779131425685244	1.4994063620294913e-07	2.2779128486848776	2.277913436452171
37	-2242.1563783894912	T1	0.009112800936408798	1.8565492675110503e-10	0.009112800572525143	0.009112801300292454
37	-2242.1563783894912	T2	0.052733248774028255	7.063816816169847e-08	0.05273311032321866	0.05273338722483785
37	-2242.1563783894912	m12	0.0016728405972594057	3.190347948316557e-05	0.0016103097774724012	0.00173537141704641
37	-2242.1563783894912	m21	0.001146802798896463	2.4558136176539342e-05	0.001098668851990446	0.00119493674580248
38	-2242.0813744463685	nu1	5.0671167810349225	2.890092856205572e-05	5.067060135214941	5.067173426854904
38	-2242.0813744463685	nu2	2.287452378794746	8.966753319177253e-06	2.28743480395824	2.2874699536312515
38	-2242.0813744463685	T1	0.00010000000000000002	6.339750799116675e-08	9.987574088433733e-05	0.0001001242591156627
38	-2242.0813744463685	T2	0.06168826844256967	nan	nan	nan
38	-2242.0813744463685	m12	0.00028120885415644606	6.332223653746818e-05	0.00015709727054300844	0.0004053204377698837
38	-2242.0813744463685	m21	0.005120957868054832	8.258967613456803e-06	0.005104770291532457	0.005137145444577207
39	-2242.2808831414195	nu1	4.968710195147693	2.4773283813441642e-05	4.968661639511419	4.968758750783968
39	-2242.2808831414195	nu2	2.3318174999869363	2.536011042492493e-07	2.331817002928772	2.3318179970451007
39	-2242.2808831414195	T1	0.024697331814841256	9.570565175293683e-08	0.02469714423176382	0.024697519397918692
39	-2242.2808831414195	T2	0.037307504956400644	1.958824366470035e-09	0.03730750111710489	0.0373075087956964
39	-2242.2808831414195	m12	0.0006337551301887345	2.1142602190305242e-05	0.0005923156298957362	0.0006751946304817328
39	-2242.2808831414195	m21	0.0026264022231881298	7.392105480211784e-05	0.0024815169557759788	0.0027712874906002808
40	-2242.250460511825	nu1	4.955752620710364	2.3278424816953252e-05	4.9557069949977235	4.955798246423005
40	-2242.250460511825	nu2	2.3080146440815525	1.5570583883356038e-07	2.3080143388981083	2.308014949264997
40	-2242.250460511825	T1	0.03692643309783916	2.240340674532625e-09	0.03692642870677144	0.03692643748890689
40	-2242.250460511825	T2	0.02478691983527476	3.183394115479314e-08	0.024786857440750095	0.024786982229799425
40	-2242.250460511825	m12	0.00035302772790436824	7.880553024231898e-05	0.00019856888862942304	0.0005074865671793134
40	-2242.250460511825	m21	0.00013521763929991726	2.3539286145901644e-05	8.908063845395003e-05	0.0001813546401458845
41	-2242.1556946639025	nu1	5.046668207736679	8.86143914746808e-05	5.046494523529389	5.046841891943969
41	-2242.1556946639025	nu2	2.315892914234049	6.884554831606026e-07	2.3158915648613023	2.315894263606796
41	-2242.1556946639025	T1	0.02472114737264238	9.586601954599776e-07	0.02471926839865928	0.024723026346625484
41	-2242.1556946639025	T2	0.03705107826885589	6.9636586331252184e-09	0.03705106462008497	0.03705109191762681
41	-2242.1556946639025	m12	0.0017723727412153176	8.933237006261649e-05	0.0015972812958925892	0.001947464186538046
41	-2242.1556946639025	m21	0.00033353979847797476	0.00026799524531656436	-0.00019173088234249132	0.0008588104792984408
42	-2242.101515846332	nu1	5.01555776228245	8.259801040440835e-06	5.015541573072411	5.015573951492489
42	-2242.101515846332	nu2	2.2952281125404816	1.5551355173095701e-06	2.2952250644748675	2.2952311606060958
42	-2242.101515846332	T1	0.018358514649044918	7.19191603665996e-09	0.018358500552889487	0.01835852874520035
42	-2242.101515846332	T2	0.04342848436744119	1.3853024506322063e-08	0.04342845721551316	0.043428511519369224
42	-2242.101515846332	m12	0.000342336092966361	9.404708565979568e-05	0.00015800380507316147	0.0005266683808595606
42	-2242.101515846332	m21	0.0010962790129898678	0.00012584513146941744	0.0008496225553098096	0.001342935470669926
43	-2241.9554297132872	nu1	5.010013283218342	0.00014225365245574054	5.009734466059529	5.010292100377155
43	-2241.9554297132872	nu2	2.300285388628665	7.032636564647345e-07	2.3002840102318984	2.3002867670254314
43	-2241.9554297132872	T1	0.02490424956923568	9.996895603222829e-07	0.024902290177697448	0.02490620896077391
43	-2241.9554297132872	T2	0.036804489011404956	6.142159869832264e-09	0.03680447697277161	0.0368045010500383
43	-2241.9554297132872	m12	0.007104024453072586	0.00026828759263848405	0.0065781807715011575	0.007629868134644014
43	-2241.9554297132872	m21	0.0006115073861754794	0.000187179182983126	0.00024463618752855237	0.0009783785848224064
44	-2242.2851851954806	nu1	4.9936571542687025	0.00018374560885101802	4.993297012875354	4.994017295662051
44	-2242.2851851954806	nu2	2.3373020989523248	7.968404185385134e-07	2.3373005371451043	2.337303660759545
44	-2242.2851851954806	T1	0.015175095057843355	1.4057447463785535e-06	0.015172339798140453	0.015177850317546256
44	-2242.2851851954806	T2	0.046746753462598	1.144109448882291e-08	0.0467467310380528	0.0467467758871432
44	-2242.2851851954806	m12	0.00294294992969889	0.0002996701789369649	0.002355596378982439	0.0035303034804153414
